time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz,scenario,provider,timestamp,enodeb,drive_id
191.49,1544433456,1552.38,51.493194,7.405135,164.56,14.95,0.06,257.8,1,-104,-16,-3,4,38,12,13542402,34,18,5,1.82,905,850,campus,o2,2018-12-10T09:17:36Z,52900,1
190.61,1544433457,1549.39,51.493131,7.40471,168.22,14.57,-0.32,258.13,1,-91,-7,8,10,47,3,29391106,166,18,0.5,4.33,55,1815,campus,tmobile,2018-12-10T09:17:37Z,114809,1
190.52,1544433461,1535.64,51.493153,7.404905,169.17,14.96,0.05,257.61,1,-107,-7,5,11,18,17,12806666,385,18,7,24.55,53,1865,campus,vodafone,2018-12-10T09:17:41Z,50026,1
202.77,1544433466,1706.24,51.492974,7.402956,164.56,12.47,-0.76,266.57,1,-103,-18,-6,4,41,12,13542402,34,19,0.1,0.45,1337,850,campus,o2,2018-12-10T09:17:46Z,52900,1
200.54,1544433466,1685.72,51.492991,7.402782,167.25,11.32,-1.12,267.89,1,-96,-13,0,6,47,3,29391106,166,19,0.5,3.61,69,1815,campus,tmobile,2018-12-10T09:17:46Z,114809,1
200.54,1544433471,1674.32,51.492962,7.402929,167.63,12.37,-0.77,266.61,1,-109,-7,-1,15,16,17,12806666,385,19,5,21.04,49,1865,campus,vodafone,2018-12-10T09:17:51Z,50026,1
210.58,1544433475,1773.53,51.492994,7.402091,162.82,1.15,-2,269.83,1,-90,-10,2,6,46,10,13542403,35,20,5,6.35,196,850,campus,o2,2018-12-10T09:17:55Z,52900,1
210.6,1544433476,1741.61,51.493007,7.402081,162.64,0,0,269.97,1,-91,-6,25,8,47,6,26385410,94,20,9,18.14,52,1815,campus,tmobile,2018-12-10T09:17:56Z,103068,1
210.51,1544433481,1742.54,51.492987,7.40207,165.56,0,0,270.3,1,-108,-8,8,8,18,17,12806666,385,20,5,22.22,63,1865,campus,vodafone,2018-12-10T09:18:01Z,50026,1
220.29,1544433485,1780.81,51.492975,7.401859,160.39,6.11,-0.03,241.47,1,-89,-10,3,6,47,10,13542403,35,21,10,1.07,67,850,campus,o2,2018-12-10T09:18:05Z,52900,1
220.59,1544433486,1767.34,51.492797,7.401738,162.61,8.21,1.19,190.51,1,-89,-7,27,10,50,6,26385410,94,21,4,26.34,54,1815,campus,tmobile,2018-12-10T09:18:06Z,103068,1
220.8,1544433491,1760.11,51.492877,7.401758,166.67,7.03,1.21,202.15,1,-105,-8,2,15,22,17,12806666,385,21,10,23.9,51,1865,campus,vodafone,2018-12-10T09:18:11Z,50026,1
230.56,1544433496,1878.69,51.491786,7.401748,167.01,12.52,0.07,180.69,1,-86,-8,30,11,54,6,26385410,94,22,10,19.21,48,1815,campus,tmobile,2018-12-10T09:18:16Z,103068,1
230.48,1544433501,1864.95,51.491907,7.401709,169.63,12.52,0.3,180.77,1,-111,-8,9,12,14,17,12806666,385,22,10,25.29,56,1865,campus,vodafone,2018-12-10T09:18:21Z,50026,1
240.55,1544433506,2005.7,51.490649,7.401711,169.19,12.65,0.09,180.59,1,-83,-6,17,15,54,6,26385410,94,23,0.1,4.47,80,1815,campus,tmobile,2018-12-10T09:18:26Z,103068,1
240.46,1544433511,1991.33,51.490756,7.401689,172.47,12.6,-0.21,181.4,1,-111,-7,8,15,14,17,12806666,385,23,2,22.54,59,1865,campus,vodafone,2018-12-10T09:18:31Z,50026,1
250.56,1544433517,2117.45,51.489681,7.401749,171.8,6.84,-1.5,180.16,1,-76,-6,32,11,59,6,26385410,94,24,10,27.22,48,1815,campus,tmobile,2018-12-10T09:18:37Z,103068,1
250.49,1544433521,2106.38,51.489744,7.401712,176.77,8.56,-0.74,179.17,1,-109,-8,9,13,17,17,12806666,385,24,8,20.22,52,1865,campus,vodafone,2018-12-10T09:18:41Z,50026,1
260.57,1544433527,2129.56,51.489615,7.401752,172.04,0,0,183.21,1,-66,-7,40,13,63,6,26385410,94,25,8,24.42,47,1815,campus,tmobile,2018-12-10T09:18:47Z,103068,1
260.48,1544433531,2127.09,51.489602,7.401713,177.95,0,0,180.68,1,-110,-8,5,6,17,17,12806666,385,25,10,29.3,51,1865,campus,vodafone,2018-12-10T09:18:51Z,50026,1
267.59,1544433532,2160.37,51.489629,7.40173,170.21,0,0,181.2,1,-105,-18,-6,3,38,16,13880067,38,25,0.5,0.11,1496,850,campus,o2,2018-12-10T09:18:52Z,54219,1
270.55,1544433537,2129.56,51.489499,7.401754,173.33,2.95,0,181.67,1,-69,-6,16,14,63,6,26385410,94,26,2,22.54,119,1815,campus,tmobile,2018-12-10T09:18:57Z,103068,1
270.47,1544433541,2127.09,51.489531,7.401702,178.82,0,0,181.66,1,-110,-8,6,7,17,17,12806666,385,26,1,23.67,52,1865,campus,vodafone,2018-12-10T09:19:01Z,50026,1
280.55,1544433546,2144.63,51.489386,7.401985,175.61,6.72,1.88,94.79,1,-69,-5,37,12,63,6,26385410,94,27,0.1,4.88,56,1815,campus,tmobile,2018-12-10T09:19:06Z,103068,1
280.5,1544433551,2137.64,51.489396,7.401818,181.77,5.31,0,92.86,1,-111,-9,6,7,16,17,12806666,385,27,0.1,14.55,53,1865,campus,vodafone,2018-12-10T09:19:11Z,50026,1
290.57,1544433557,2250.04,51.489386,7.403546,181.68,11.76,-0.04,90.89,1,-72,-6,15,12,63,6,26385410,94,28,6,18.16,58,1815,campus,tmobile,2018-12-10T09:19:17Z,103068,1
290.63,1544433561,2236.93,51.489375,7.403301,173.79,11.66,-0.09,91.01,1,-110,-9,5,7,16,17,12806666,385,28,3,16.55,117,1865,campus,vodafone,2018-12-10T09:19:21Z,50026,1
300.55,1544433566,2374.73,51.489404,7.405353,185.26,12.04,-0.11,89.3,1,-76,-7,18,12,62,2,26385408,95,29,10,25.09,31,1815,campus,tmobile,2018-12-10T09:19:26Z,103068,1
300.74,1544433571,2360.7,51.489375,7.405116,174.53,12.15,-0.33,90.66,1,-107,-10,2,6,16,71,13067274,289,29,2,11.83,176,1865,campus,vodafone,2018-12-10T09:19:31Z,51044,1
310.58,1544433576,2499.35,51.489602,7.407121,183.66,13.1,-0.11,77.77,1,-73,-6,12,9,63,2,26385408,95,30,5,18.07,50,1815,campus,tmobile,2018-12-10T09:19:36Z,103068,1
310.5,1544433581,2482.25,51.489554,7.406892,178.21,13.19,0.1,77.58,1,-94,-8,6,15,20,71,13067274,289,30,0.5,21.05,52,1865,campus,vodafone,2018-12-10T09:19:41Z,51044,1
320.54,1544433586,2631.15,51.48984,7.408966,180.96,13.57,-0,77.99,1,-80,-6,13,11,55,2,26385408,95,31,10,24.88,51,1815,campus,tmobile,2018-12-10T09:19:46Z,103068,1
320.53,1544433591,2613.45,51.48981,7.408726,175.41,13.5,-0.01,77.58,1,-103,-9,4,8,21,71,13067274,289,31,10,13.44,64,1865,campus,vodafone,2018-12-10T09:19:51Z,51044,1
10.46,1544433612,127.16,51.490454,7.413305,166.59,13.59,0.15,78.52,1,-108,-17,-9,2,35,32,13884417,385,0,0.1,0.48,39,850,campus,o2,2018-12-10T09:20:12Z,54236,1
9.87,1544433613,116.38,51.490449,7.413469,165.08,13.54,-0.04,78.63,1,-90,-7,11,9,48,2,26385408,95,0,9,28.21,78,1815,campus,tmobile,2018-12-10T09:20:13Z,103068,1
10.06,1544433617,128.36,51.49045,7.413423,163.91,13.46,-0.01,78.35,1,-116,-11,-5,12,10,71,13067274,289,0,0.1,0.95,150,1865,campus,vodafone,2018-12-10T09:20:17Z,51044,1
20.42,1544433621,262.02,51.490663,7.415166,161.17,12.98,-0.2,81.65,1,-96,-11,0,6,41,9,13416962,275,1,5,9.81,35,850,campus,o2,2018-12-10T09:20:21Z,52410,1
19.87,1544433622,250.4,51.490667,7.415354,164.03,12.79,-0.17,82.64,1,-87,-6,9,9,48,2,26385408,95,1,5,17.41,38,1815,campus,tmobile,2018-12-10T09:20:22Z,103068,1
30.43,1544433632,374.23,51.490604,7.416781,156.21,6.81,-0.88,102.94,1,-87,-8,10,8,47,9,13416962,275,2,5,10.96,44,850,campus,o2,2018-12-10T09:20:32Z,52410,1
29.97,1544433632,355.26,51.490581,7.416843,160.31,5.75,-0.84,107.71,1,-84,-7,21,12,54,4,29391105,167,2,1,8.31,60,1815,campus,tmobile,2018-12-10T09:20:32Z,114809,1
29.84,1544433637,361.61,51.490606,7.41674,156.45,6.92,-0.95,100.76,1,-113,-10,2,8,27,21,13392904,347,1,2,17.68,64,1865,campus,vodafone,2018-12-10T09:20:37Z,52316,1
30.24,1544433638,368.56,51.490595,7.416822,156.31,5.49,-1.42,100.8,1,-105,-6,8,2,33,17,12806666,385,2,4,19.49,226,1865,campus,vodafone,2018-12-10T09:20:38Z,50026,1
40.44,1544433641,391.89,51.490572,7.416945,155.83,0,0,101.55,1,-87,-7,10,9,45,9,13416962,275,3,8,9.09,94,850,campus,o2,2018-12-10T09:20:41Z,52410,1
39.94,1544433643,366.39,51.490566,7.416944,160.19,0,0,102.76,1,-75,-6,29,15,60,4,29391105,167,3,9,20.49,52,1815,campus,tmobile,2018-12-10T09:20:43Z,114809,1
40.17,1544433647,379.42,51.490581,7.416919,156.14,0,0,100.99,1,-111,-10,2,9,16,20,13392904,347,3,4,16.32,90,1865,campus,vodafone,2018-12-10T09:20:47Z,52316,1
50.47,1544433651,391.89,51.490572,7.416945,155.86,0,0,101.55,1,-88,-7,5,8,45,9,13416962,275,4,9,7.19,44,850,campus,o2,2018-12-10T09:20:51Z,52410,1
49.93,1544433652,366.39,51.490566,7.416944,159.88,0,0,102.76,1,-75,-6,28,15,59,4,29391105,167,4,0.1,5.13,38,1815,campus,tmobile,2018-12-10T09:20:52Z,114809,1
50.07,1544433657,379.42,51.490581,7.416919,155.92,0,0,100.99,1,-110,-9,0,6,15,20,13392904,347,4,1,16.77,65,1865,campus,vodafone,2018-12-10T09:20:57Z,52316,1
60.61,1544433661,391.89,51.490572,7.416945,155.97,0,0,101.55,1,-87,-12,5,8,50,9,13416962,275,5,8,10.47,53,850,campus,o2,2018-12-10T09:21:01Z,52410,1
59.87,1544433663,366.39,51.490566,7.416944,159.64,0,0,102.76,1,-77,-6,23,11,59,4,29391105,167,5,9,38.34,54,1815,campus,tmobile,2018-12-10T09:21:03Z,114809,1
60.11,1544433667,379.42,51.490581,7.416919,155.75,0,0,100.99,1,-111,-9,-2,7,15,20,13392904,347,5,9,23.7,62,1865,campus,vodafone,2018-12-10T09:21:07Z,52316,1
70.43,1544433671,414.14,51.49077,7.417183,158.6,8.79,0.82,351.58,1,-81,-7,24,1,52,9,13416962,275,6,6,6.89,96,850,campus,o2,2018-12-10T09:21:11Z,52410,1
69.89,1544433672,397.42,51.490849,7.417147,154.36,10.3,1.57,349.56,1,-92,-7,11,8,45,4,29391105,167,6,6,21.74,62,1815,campus,tmobile,2018-12-10T09:21:12Z,114809,1
71.71,1544433678,421.23,51.490981,7.417107,154.86,11.12,0.93,350.06,1,-112,-9,3,9,12,17,12806666,385,6,8,7.67,690,1865,campus,vodafone,2018-12-10T09:21:18Z,50026,1
80.47,1544433682,523.72,51.491728,7.416853,159.97,10.7,-0.46,344.04,1,-91,-9,3,5,45,9,13416962,275,7,4,2.47,28,850,campus,o2,2018-12-10T09:21:22Z,52410,1
79.87,1544433683,508.45,51.491824,7.416769,155.27,10.38,-0.22,342.2,1,-92,-7,14,9,46,4,29391105,167,7,6,16.34,54,1815,campus,tmobile,2018-12-10T09:21:23Z,114809,1
80.49,1544433688,522.01,51.491827,7.416775,156.78,10.35,-0.27,341.76,1,-112,-12,0,8,16,17,12806666,385,7,10,17.22,341,1865,campus,vodafone,2018-12-10T09:21:28Z,50026,1
89.87,1544433693,621.19,51.492768,7.416092,156.19,11.73,1.8,345.57,1,-98,-10,12,6,42,4,29391105,167,8,1,2.81,102,1815,campus,tmobile,2018-12-10T09:21:33Z,114809,1
92.87,1544433694,662.64,51.492866,7.416116,155.58,11.18,0.17,352.38,1,-98,-11,-1,7,39,10,13416962,275,8,0.5,0.49,638,850,campus,o2,2018-12-10T09:21:34Z,52410,1
90.07,1544433697,636.18,51.492763,7.416067,159.31,11.73,0.75,343.56,1,-105,-7,5,8,20,17,12806666,385,8,0.5,17.94,56,1865,campus,vodafone,2018-12-10T09:21:37Z,50026,1
101.41,1544433702,772.9,51.493875,7.415767,157.68,12.39,-0.13,347.41,1,-101,-14,-9,4,38,10,13416962,275,9,3,1.88,680,850,campus,o2,2018-12-10T09:21:42Z,52410,1
99.93,1544433703,744.24,51.493891,7.415716,152.33,11.92,-0.33,347.66,1,-97,-8,13,9,40,4,29391105,167,9,5,14.91,58,1815,campus,tmobile,2018-12-10T09:21:43Z,114809,1
100.06,1544433707,756.83,51.493892,7.415714,152.84,11.52,-0.71,347.58,1,-105,-11,10,10,24,17,12806666,385,9,9,43.22,57,1865,campus,vodafone,2018-12-10T09:21:47Z,50026,1
111.01,1544433712,865.62,51.494523,7.415185,157.99,8.82,0.72,255.91,1,-98,-17,-7,4,45,12,13542402,34,10,9,0.91,398,850,campus,o2,2018-12-10T09:21:52Z,52900,1
109.87,1544433713,836.75,51.49451,7.415165,155.01,8.75,0.88,261.03,1,-95,-10,8,11,46,4,29391105,167,10,10,22.19,59,1815,campus,tmobile,2018-12-10T09:21:53Z,114809,1
110.04,1544433717,847.23,51.494538,7.415161,154.02,8.9,1.34,270.88,1,-94,-7,21,12,30,17,12806666,385,10,9,46.18,49,1865,campus,vodafone,2018-12-10T09:21:57Z,50026,1
119.87,1544433722,960.89,51.494269,7.413361,156.76,13.31,-0.17,256.81,1,-89,-9,11,10,50,3,29391104,165,11,5,16.8,29,1815,campus,tmobile,2018-12-10T09:22:02Z,114809,1
120.02,1544433727,970.05,51.494299,7.413319,157.58,13.24,0.19,257.72,1,-105,-8,13,15,23,17,12806666,385,11,1,26.14,63,1865,campus,vodafone,2018-12-10T09:22:07Z,50026,1
129.16,1544433730,1100.47,51.494093,7.411829,159.27,14.11,-0.06,258.53,1,-97,-17,-5,4,46,12,13542402,34,11,8,0.45,1059,850,campus,o2,2018-12-10T09:22:10Z,52900,1
129.88,1544433732,1100.5,51.494006,7.411376,160.86,14.14,-0.06,257.68,1,-81,-6,17,9,55,3,29391104,165,12,2,12.71,45,1815,campus,tmobile,2018-12-10T09:22:12Z,114809,1
130.06,1544433737,1108.49,51.494006,7.411352,163.93,14.07,0.05,257.63,1,-101,-8,12,10,25,17,12806666,385,12,7,29.26,55,1865,campus,vodafone,2018-12-10T09:22:17Z,50026,1
137.6,1544433738,1212.65,51.493862,7.410208,161.78,14.04,0.16,258.23,1,-95,-16,-5,5,45,12,13542402,34,12,6,0.43,1093,850,campus,o2,2018-12-10T09:22:18Z,52900,1
139.87,1544433742,1240.49,51.493753,7.409427,162.44,14.02,0,257.73,1,-75,-7,23,15,63,3,29391104,165,13,3,7.12,32,1815,campus,tmobile,2018-12-10T09:22:22Z,114809,1
143.48,1544433744,1296.48,51.493701,7.409024,162.8,13.87,-0,258.15,1,-92,-13,0,6,47,12,13542402,34,13,4,0.46,808,850,campus,o2,2018-12-10T09:22:24Z,52900,1
140.05,1544433747,1247.61,51.493748,7.409407,165.33,14.04,0.12,257.96,1,-105,-8,10,10,21,17,12806666,385,13,0.1,10.53,107,1865,campus,vodafone,2018-12-10T09:22:27Z,50026,1
149.87,1544433752,1382.63,51.493491,7.407407,162.97,14,0.22,258.98,1,-86,-7,16,15,51,3,29391106,166,14,2,6.86,100,1815,campus,tmobile,2018-12-10T09:22:32Z,114809,1
152.96,1544433754,1424.71,51.493458,7.407212,164.79,14.32,0.32,258.24,1,-97,-16,-6,3,45,12,13542402,34,14,3,0.35,6190,850,campus,o2,2018-12-10T09:22:34Z,52900,1
150.04,1544433757,1389.31,51.493494,7.407403,167.06,13.61,-0.21,258.33,1,-101,-8,18,11,24,17,12806666,385,14,7,36.34,60,1865,campus,vodafone,2018-12-10T09:22:37Z,50026,1
159.84,1544433762,1524.51,51.493222,7.40541,166.58,14.53,0.11,258.19,1,-90,-7,23,9,48,3,29391106,166,15,6,15.91,38,1815,campus,tmobile,2018-12-10T09:22:42Z,114809,1
164.12,1544433765,1595.77,51.493145,7.404808,168.31,14.19,-0.27,258.19,1,-101,-16,-4,3,41,12,13542402,34,15,8,1.97,1550,850,campus,o2,2018-12-10T09:22:45Z,52900,1
160.07,1544433767,1529.69,51.493232,7.405385,168.86,14.5,0.26,257.95,1,-103,-8,10,10,22,17,12806666,385,15,4,21.87,49,1865,campus,vodafone,2018-12-10T09:22:47Z,50026,1
169.89,1544433773,1663.98,51.493001,7.403436,166.88,13.58,0.2,263.06,1,-92,-9,23,8,47,3,29391106,166,16,3,6.39,74,1815,campus,tmobile,2018-12-10T09:22:53Z,114809,1
170.04,1544433777,1669.68,51.493,7.403419,167.17,13.61,0.1,263.19,1,-109,-9,4,7,17,17,12806666,385,16,6,15.1,50,1865,campus,vodafone,2018-12-10T09:22:57Z,50026,1
178,1544433779,1783.45,51.492983,7.402189,164.86,5.67,-3.57,270.06,1,-94,-13,-2,7,45,16,13542403,35,16,2,0.46,3879,850,campus,o2,2018-12-10T09:22:59Z,52900,1
181.42,1544433782,1793.86,51.492994,7.402072,164.79,0,-1.45,270.29,1,-93,-13,0,7,46,16,13542403,35,17,8,0.73,478,850,campus,o2,2018-12-10T09:23:02Z,52900,1
179.9,1544433783,1765.68,51.492999,7.402088,167.99,0,-1.48,272.03,1,-92,-7,27,8,46,7,26385410,94,17,1,12.82,75,1815,campus,tmobile,2018-12-10T09:23:03Z,103068,1
180.06,1544433787,1771.39,51.492986,7.402067,171.54,0,-1.4,270.63,1,-108,-9,11,8,17,17,12806666,385,17,6,29.16,64,1865,campus,vodafone,2018-12-10T09:23:07Z,50026,1
189.93,1544433792,1765.68,51.492999,7.402088,167.98,0,0,272.03,1,-93,-7,25,8,45,7,26385410,94,18,7,16.53,56,1815,campus,tmobile,2018-12-10T09:23:12Z,103068,1
193.7,1544433794,1793.86,51.492994,7.402072,164.86,0,0,270.29,1,-88,-12,5,8,51,16,13542403,35,18,6,0.65,861,850,campus,o2,2018-12-10T09:23:14Z,52900,1
190.05,1544433797,1771.39,51.492986,7.402067,171.51,0,0,270.63,1,-107,-7,10,10,17,17,12806666,385,18,6,27.07,56,1865,campus,vodafone,2018-12-10T09:23:17Z,50026,1
199.95,1544433802,1765.68,51.492999,7.402088,167.89,0,0,272.03,1,-93,-7,14,9,45,7,26385410,94,19,0.1,4.19,51,1815,campus,tmobile,2018-12-10T09:23:22Z,103068,1
202.25,1544433803,1793.86,51.492994,7.402072,164.99,0,0,270.29,1,-89,-13,4,7,50,16,13542403,35,19,8,0.79,932,850,campus,o2,2018-12-10T09:23:23Z,52900,1
200.06,1544433807,1771.39,51.492986,7.402067,171.59,0,0,270.63,1,-107,-7,11,10,17,17,12806666,385,19,1,21.16,76,1865,campus,vodafone,2018-12-10T09:23:27Z,50026,1
209.96,1544433812,1770.98,51.492943,7.401793,168.37,4.58,-0.73,217.76,1,-92,-7,12,9,45,7,26385410,94,20,0.1,4.49,66,1815,campus,tmobile,2018-12-10T09:23:32Z,103068,1
213.36,1544433815,1812.24,51.492841,7.401764,167.48,7.9,0.35,183.35,1,-93,-13,0,6,46,16,13542403,35,20,0.5,0.3,1437,850,campus,o2,2018-12-10T09:23:35Z,52900,1
210.05,1544433817,1776.66,51.492938,7.40177,177.78,6.77,1.49,211.91,1,-106,-8,7,9,18,17,12806666,385,20,4,17.2,54,1865,campus,vodafone,2018-12-10T09:23:37Z,50026,1
222.32,1544433823,1911.94,51.491937,7.401748,168.48,12.81,0.45,180.47,1,-103,-16,-5,4,39,16,13542403,35,21,9,1.25,4661,850,campus,o2,2018-12-10T09:23:43Z,52900,1
219.85,1544433823,1869.51,51.492001,7.40176,162.4,12.45,-0.11,179.68,1,-87,-6,18,10,50,7,26385410,94,21,2,9.3,56,1815,campus,tmobile,2018-12-10T09:23:43Z,103068,1
220.04,1544433827,1877.45,51.492005,7.401698,174.63,12.32,-0.22,180.46,1,-113,-10,1,7,13,17,12806666,385,21,7,19.45,61,1865,campus,vodafone,2018-12-10T09:23:47Z,50026,1
229.88,1544433832,2007.26,51.490709,7.401728,157.69,14.62,0.15,180.58,1,-81,-6,11,15,56,7,26385410,94,22,6,20.53,59,1815,campus,tmobile,2018-12-10T09:23:52Z,103068,1
230.07,1544433837,2014.73,51.490745,7.401688,177.51,14.7,-0.17,180.92,1,-109,-8,10,11,17,17,12806666,385,22,5,18.68,64,1865,campus,vodafone,2018-12-10T09:23:57Z,50026,1
239.93,1544433843,2130.47,51.489673,7.401742,164.56,5.34,-1.28,179.62,1,-75,-6,29,15,62,7,26385410,94,23,10,21.71,51,1815,campus,tmobile,2018-12-10T09:24:03Z,103068,1
240.05,1544433847,2139.37,51.489687000000004,7.401709,184.15,5.53,-1.29,179.31,1,-109,-8,10,8,17,17,12806666,385,23,0.5,14.04,59,1865,campus,vodafone,2018-12-10T09:24:07Z,50026,1
249.87,1544433853,2143.13,51.489584,7.401739,165.12,0,0,180.6,1,-65,-6,25,15,63,7,26385410,94,24,10,21.91,47,1815,campus,tmobile,2018-12-10T09:24:13Z,103068,1
250.06,1544433857,2152.57,51.489614,7.401706,184.15,0,0,179.74,1,-111,-9,0,6,16,17,12806666,385,24,3,17.25,55,1865,campus,vodafone,2018-12-10T09:24:17Z,50026,1
259.92,1544433863,2149.07,51.489428,7.401798,171.66,4.23,2.58,135.88,1,-71,-6,38,14,63,7,26385410,94,25,9,19.09,47,1815,campus,tmobile,2018-12-10T09:24:23Z,103068,1
260.04,1544433867,2163.44,51.489439,7.401722,185.22,3.25,1.28,126.81,1,-108,-10,-3,8,23,17,12806666,385,25,10,17.77,66,1865,campus,vodafone,2018-12-10T09:24:27Z,50026,1
269.91,1544433873,2235.53,51.489408,7.403055,173.06,12.81,0.04,91.1,1,-75,-5,38,12,61,7,26385410,94,26,3,8.67,54,1815,campus,tmobile,2018-12-10T09:24:33Z,103068,1
270.06,1544433877,2248.4,51.489401,7.403044,177.76,12.83,0.09,90.82,1,-113,-11,-7,7,22,17,12806666,385,26,1,11.05,57,1865,campus,vodafone,2018-12-10T09:24:37Z,50026,1
279.87,1544433882,2353.59,51.489407,7.40476,176.49,12.11,0.23,90.98,1,-73,-8,18,13,63,1,26385408,95,27,0.1,6.72,31,1815,campus,tmobile,2018-12-10T09:24:42Z,103068,1
281.6,1544433889,2378.51,51.489386,7.404936,175.37,12.57,0.44,92.09,1,-110,-11,-5,9,22,17,12806666,385,27,10,23.76,351,1865,campus,vodafone,2018-12-10T09:24:49Z,50026,1
289.86,1544433892,2483.44,51.489534,7.406623,178.13,13.05,-0.25,78.3,1,-75,-6,14,10,60,1,26385408,95,28,10,23.59,33,1815,campus,tmobile,2018-12-10T09:24:52Z,103068,1
290.05,1544433897,2496.34,51.489511,7.406612,179.96,13.08,-0.15,78.62,1,-99,-11,8,10,24,71,13067274,289,28,2,20.41,81,1865,campus,vodafone,2018-12-10T09:24:57Z,51044,1
299.85,1544433902,2614.88,51.489775,7.408506,176.76,13.32,0.1,78.97,1,-79,-6,14,15,56,1,26385408,95,29,0.5,8.46,32,1815,campus,tmobile,2018-12-10T09:25:02Z,103068,1
10.46,1544517563,92.04,51.490521,7.413899,162.38,11.99,0.09,79.63,1,-87,-7,25,13,48,7,26385408,95,0,9,16.45,150,1815,campus,tmobile,2018-12-11T08:39:23Z,103068,2
10.5,1544517564,102.4,51.490526,7.413848,162.07,11.45,-0.24,78.96,1,-98,-13,-2,5,38,7,13828122,452,0,4,1.36,46,1845,campus,o2,2018-12-11T08:39:24Z,54016,2
10.09,1544517568,78.2,51.490549,7.413703,168.85,11.74,0.01,78.08,1,-113,-15,-6,4,23,22,13532675,385,0,9,2.37,56,860,campus,vodafone,2018-12-11T08:39:28Z,52862,2
20.47,1544517574,160.21,51.490613,7.4148,163.23,3.73,0.13,79.24,1,-85,-6,2,10,52,7,26385408,95,1,10,16.82,161,1815,campus,tmobile,2018-12-11T08:39:34Z,103068,2
23.7,1544517577,182.96,51.490653,7.414986,163.66,5.61,0.31,80.12,1,-99,-15,-5,5,39,7,13828122,452,1,6,2.07,56,1845,campus,o2,2018-12-11T08:39:37Z,54016,2
30.46,1544517583,204.23,51.49067,7.415399,160.16,3.06,1.06,85.2,1,-82,-8,11,9,57,2,29391105,167,2,1,5.44,134,1815,campus,tmobile,2018-12-11T08:39:43Z,114809,2
23.79,1544517583,164.39,51.490649,7.414938,158.05,5.36,0.62,74.2,1,-109,-15,-7,5,25,18,13532163,200,1,0.5,0.36,4816,860,campus,vodafone,2018-12-11T08:39:43Z,52860,2
32.3,1544517585,222.12,51.490678,7.415562,162.34,7.27,1.65,87.19,1,-101,-13,-8,5,36,7,13828122,452,2,2,1.56,798,1845,campus,o2,2018-12-11T08:39:45Z,54016,2
40.45,1544517593,288.71,51.490613,7.416682,157.32,5.69,-2.17,99.65,1,-83,-5,28,11,53,2,29391105,167,3,2,7.09,115,1815,campus,tmobile,2018-12-11T08:39:53Z,114809,2
34.4,1544517593,215.76,51.49068,7.415691,157.29,8.5,1.13,88.24,1,-109,-10,-7,6,22,21,13392904,347,2,10,8.18,1654,860,campus,vodafone,2018-12-11T08:39:53Z,52316,2
42.13,1544517595,307.77,51.490598,7.416787,157.36,4,-0.47,100.73,1,-94,-10,5,7,41,7,13416987,62,3,8,5.42,512,1845,campus,o2,2018-12-11T08:39:55Z,52410,2
40.85,1544517599,276.37,51.490646,7.416549,154.39,7.55,-1.67,97.73,1,-111,-10,0,6,15,16,12806666,385,3,3,5.7,367,1865,campus,vodafone,2018-12-11T08:39:59Z,50026,2
50.45,1544517603,304.8,51.490573,7.416875,157.93,0,0,102.28,1,-79,-5,22,11,57,2,29391105,167,4,2,13.68,61,1815,campus,tmobile,2018-12-11T08:40:03Z,114809,2
51.48,1544517604,314.34,51.490581,7.416841,157.15,0,0,98.9,1,-91,-11,8,9,46,7,13416987,62,4,4,3.02,465,1845,campus,o2,2018-12-11T08:40:04Z,52410,2
50.07,1544517608,300.23,51.490602,7.416818,154.81,0,0,101.86,1,-110,-9,4,6,16,16,12806666,385,4,0.5,18.96,51,1865,campus,vodafone,2018-12-11T08:40:08Z,50026,2
60.45,1544517614,304.8,51.490547,7.41701,157.65,3.71,0,101.81,1,-77,-6,27,12,62,2,29391105,167,5,8,17.12,117,1815,campus,tmobile,2018-12-11T08:40:14Z,114809,2
61.2,1544517614,318.43,51.49055,7.417048,156.38,4.44,0.34,97.22,1,-99,-13,3,10,39,7,13416987,62,5,10,3.37,476,1845,campus,o2,2018-12-11T08:40:14Z,52410,2
60.07,1544517619,300.23,51.490592,7.416957,155.14,3.93,0,98.26,1,-113,-10,0,7,16,16,12806666,385,5,5,23.53,55,1865,campus,vodafone,2018-12-11T08:40:19Z,50026,2
70.44,1544517623,375.34,51.49115,7.417061,153.15,10.1,-0.73,348.42,1,-96,-7,12,8,40,2,29391105,167,6,0.1,4.21,81,1815,campus,tmobile,2018-12-11T08:40:23Z,114809,2
72.11,1544517625,408.2,51.491309,7.41703,153.53,9.14,-0.66,349.57,1,-93,-12,10,7,44,7,13416987,62,6,10,0.65,591,1845,campus,o2,2018-12-11T08:40:25Z,52410,2
71.23,1544517630,374.15,51.491139,7.417096,156.23,10.13,-0.72,350.14,1,-115,-11,1,7,15,16,12806666,385,6,5,8.19,561,1865,campus,vodafone,2018-12-11T08:40:30Z,50026,2
